order_id,order_date,ship_date,ship_mode,customer_id,product_id,location_id,sales,quantity,discount,profit
CA-2016-145184,2016-11-27,2016-11-29,First Class,JD-16150,TEC-PH-10002350,259,83.97,3,0.0,23.5116
CA-2016-145184,2016-11-27,2016-11-29,First Class,JD-16150,TEC-AC-10000397,259,104.97,3,0.0,7.3479
CA-2018-106859,2018-03-13,2018-03-18,Second Class,BF-11215,OFF-ST-10000615,356,90.8,8,0.0,25.424
CA-2018-106859,2018-03-13,2018-03-18,Second Class,BF-11215,TEC-PH-10004531,356,140.736,8,0.2,49.2576
CA-2018-106859,2018-03-13,2018-03-18,Second Class,BF-11215,TEC-AC-10004001,356,214.95,5,0.0,88.1295
CA-2018-106859,2018-03-13,2018-03-18,Second Class,BF-11215,OFF-PA-10001534,356,45.36,7,0.0,21.7728
CA-2018-106859,2018-03-13,2018-03-18,Second Class,BF-11215,OFF-PA-10001815,356,288.24,6,0.0,138.3552
US-2018-120089,2018-11-30,2018-11-30,Same Day,ML-17755,OFF-AP-10003779,188,663.936,4,0.2,82.992
CA-2015-119375,2015-11-17,2015-11-22,Standard Class,YC-21895,OFF-ST-10002011,259,2934.33,7,0.0,792.2691
CA-2015-119375,2015-11-17,2015-11-22,Standard Class,YC-21895,FUR-FU-10002379,259,124.41,3,0.0,14.9292
CA-2015-119375,2015-11-17,2015-11-22,Standard Class,YC-21895,OFF-AR-10003752,259,57.75,5,0.0,26.565
CA-2017-125206,2017-01-03,2017-01-05,First Class,LR-16915,OFF-ST-10003692,2,114.46,2,0.0,28.615
CA-2016-126137,2016-10-03,2016-10-08,Standard Class,BS-11755,FUR-BO-10004409,2,120.666,2,0.15,18.4548
CA-2015-143903,2015-07-20,2015-07-24,Standard Class,KM-16375,OFF-ST-10003306,63,342.864,3,0.2,38.5722
CA-2015-143903,2015-07-20,2015-07-24,Standard Class,KM-16375,FUR-FU-10003724,63,16.74,5,0.6,-14.229
CA-2015-143903,2015-07-20,2015-07-24,Standard Class,KM-16375,FUR-CH-10002024,63,981.372,2,0.3,-140.196
CA-2015-104780,2015-05-21,2015-05-25,Standard Class,BT-11530,OFF-AR-10003514,74,31.84,8,0.0,10.5072
CA-2018-101182,2018-09-04,2018-09-05,First Class,KB-16405,OFF-PA-10001800,403,12.96,2,0.0,6.2208
CA-2018-101182,2018-09-04,2018-09-05,First Class,KB-16405,TEC-PH-10003589,403,43.176,3,0.2,15.1116
US-2018-132297,2018-05-27,2018-06-02,Standard Class,DW-13480,OFF-BI-10003364,153,58.34,2,0.0,28.0032
US-2018-132297,2018-05-27,2018-06-02,Standard Class,DW-13480,TEC-PH-10002834,153,539.97,3,0.0,134.9925
CA-2015-100328,2015-01-28,2015-02-03,Standard Class,JC-15340,OFF-BI-10000343,21,3.928,1,0.2,1.3257
CA-2018-118773,2018-02-09,2018-02-14,Standard Class,TP-21415,OFF-BI-10004584,13,252.784,4,0.8,-417.0936
CA-2018-118773,2018-02-09,2018-02-14,Standard Class,TP-21415,TEC-AC-10002402,13,127.984,2,0.2,15.998
CA-2018-118773,2018-02-09,2018-02-14,Standard Class,TP-21415,FUR-FU-10000550,13,3.984,2,0.6,-2.6892
CA-2018-118773,2018-02-09,2018-02-14,Standard Class,TP-21415,OFF-AP-10000055,13,12.992,2,0.8,-32.48
US-2018-159205,2018-03-31,2018-04-02,Second Class,DB-12910,FUR-FU-10001591,1,61.0,5,0.0,25.62
US-2018-159205,2018-03-31,2018-04-02,Second Class,DB-12910,TEC-PH-10000526,1,671.93,7,0.0,188.1404
CA-2017-112123,2017-03-03,2017-03-08,Standard Class,BH-11710,OFF-BI-10001071,259,447.86,7,0.0,219.4514
CA-2017-112123,2017-03-03,2017-03-08,Standard Class,BH-11710,TEC-PH-10001557,259,479.95,5,0.0,129.5865
CA-2017-112123,2017-03-03,2017-03-08,Standard Class,BH-11710,OFF-PA-10001977,259,166.44,3,0.0,79.8912
CA-2016-114468,2016-08-23,2016-08-23,Same Day,TD-20995,OFF-SU-10004231,404,31.68,4,0.2,2.772
CA-2016-114468,2016-08-23,2016-08-23,Same Day,TD-20995,OFF-PA-10000809,404,10.368,2,0.2,3.6288
CA-2016-114468,2016-08-23,2016-08-23,Same Day,TD-20995,OFF-FA-10003021,404,12.032,8,0.2,2.256
CA-2016-114468,2016-08-23,2016-08-23,Same Day,TD-20995,OFF-AP-10000696,404,5.768,2,0.8,-13.5548
CA-2018-135692,2018-04-27,2018-05-01,Standard Class,CV-12805,OFF-LA-10001158,6,33.12,4,0.2,11.592
CA-2018-135692,2018-04-27,2018-05-01,Standard Class,CV-12805,FUR-BO-10002268,6,220.2656,4,0.32,-42.1096
CA-2018-131233,2018-04-14,2018-04-19,Standard Class,CS-12355,OFF-BI-10000829,21,10.776,3,0.2,3.5022
CA-2018-131233,2018-04-14,2018-04-19,Standard Class,CS-12355,FUR-BO-10003441,21,242.352,3,0.2,9.0882
CA-2018-119578,2018-12-22,2018-12-27,Second Class,JG-15310,OFF-SU-10003505,233,695.16,6,0.0,34.758
CA-2018-119578,2018-12-22,2018-12-27,Second Class,JG-15310,FUR-BO-10003660,233,220.98,1,0.0,50.8254
CA-2017-124562,2017-12-08,2017-12-12,Standard Class,JP-16135,OFF-BI-10001267,39,12.957,7,0.7,-9.5018
US-2018-140074,2018-03-23,2018-03-29,Standard Class,EC-14050,OFF-PA-10002741,21,25.68,6,0.0,11.556
CA-2017-103037,2017-07-25,2017-07-29,Standard Class,KH-16630,OFF-LA-10004345,13,15.712,4,0.2,5.6956
CA-2018-127460,2018-07-10,2018-07-14,Standard Class,FG-14260,OFF-ST-10004340,151,298.464,6,0.2,26.1156
CA-2017-121671,2017-07-17,2017-07-22,Standard Class,AA-10480,OFF-PA-10001471,307,21.93,3,0.0,10.0878
CA-2017-121671,2017-07-17,2017-07-22,Standard Class,AA-10480,OFF-ST-10002344,307,242.94,3,0.0,4.8588
CA-2017-121671,2017-07-17,2017-07-22,Standard Class,AA-10480,OFF-PA-10001892,307,7.64,1,0.0,3.7436
CA-2017-121671,2017-07-17,2017-07-22,Standard Class,AA-10480,OFF-PA-10001934,307,51.84,8,0.0,25.4016
CA-2017-121671,2017-07-17,2017-07-22,Standard Class,AA-10480,OFF-ST-10000078,307,265.17,1,0.0,47.7306
CA-2017-150350,2017-08-23,2017-08-30,Standard Class,MS-17770,TEC-MA-10001972,5,837.6,3,0.2,62.82
CA-2017-150350,2017-08-23,2017-08-30,Standard Class,MS-17770,OFF-EN-10002504,5,135.9,5,0.0,63.873
CA-2017-150350,2017-08-23,2017-08-30,Standard Class,MS-17770,OFF-PA-10002160,5,34.68,6,0.0,16.9932
CA-2017-150350,2017-08-23,2017-08-30,Standard Class,MS-17770,FUR-CH-10001973,5,532.704,6,0.2,-39.9528
CA-2017-150350,2017-08-23,2017-08-30,Standard Class,MS-17770,OFF-AP-10001492,5,43.1,5,0.0,11.206
CA-2017-150350,2017-08-23,2017-08-30,Standard Class,MS-17770,OFF-SU-10002189,5,15.88,4,0.0,0.1588
CA-2016-121720,2016-06-11,2016-06-12,First Class,JE-15610,FUR-CH-10003312,133,1123.92,5,0.2,-182.637
CA-2016-121720,2016-06-11,2016-06-12,First Class,JE-15610,TEC-PH-10002496,133,249.584,2,0.2,31.198
CA-2016-121720,2016-06-11,2016-06-12,First Class,JE-15610,FUR-FU-10003464,133,48.672,3,0.2,7.3008
CA-2016-121720,2016-06-11,2016-06-12,First Class,JE-15610,OFF-AR-10000380,133,60.768,2,0.2,7.596
CA-2016-121720,2016-06-11,2016-06-12,First Class,JE-15610,OFF-BI-10004593,133,78.6,5,0.7,-62.88
CA-2016-121720,2016-06-11,2016-06-12,First Class,JE-15610,OFF-BI-10001308,133,3.768,2,0.7,-3.14
CA-2016-121720,2016-06-11,2016-06-12,First Class,JE-15610,OFF-ST-10001780,133,1036.624,2,0.2,51.8312
CA-2016-121720,2016-06-11,2016-06-12,First Class,JE-15610,OFF-ST-10003816,133,563.808,4,0.2,21.1428
CA-2018-149895,2018-09-08,2018-09-12,Standard Class,EB-14110,TEC-PH-10002200,11,258.528,2,0.4,-47.3968
CA-2018-147564,2018-10-02,2018-10-06,Standard Class,BP-11155,OFF-PA-10004438,21,49.12,4,0.0,23.0864
CA-2015-136399,2015-12-16,2015-12-17,First Class,CC-12100,FUR-FU-10004090,2,44.46,2,0.0,14.6718
CA-2015-136399,2015-12-16,2015-12-17,First Class,CC-12100,FUR-CH-10002602,2,241.568,2,0.2,18.1176
CA-2015-136399,2015-12-16,2015-12-17,First Class,CC-12100,TEC-AC-10001142,2,395.0,5,0.0,39.5
CA-2015-136399,2015-12-16,2015-12-17,First Class,CC-12100,TEC-PH-10004977,2,627.168,4,0.2,70.5564
CA-2015-107916,2015-08-24,2015-08-26,First Class,JP-15460,FUR-FU-10004586,163,13.28,2,0.0,6.3744
CA-2015-107916,2015-08-24,2015-08-26,First Class,JP-15460,OFF-BI-10001116,163,12.672,3,0.2,4.4352
CA-2018-164168,2018-11-12,2018-11-18,Standard Class,LS-16975,OFF-BI-10000666,63,30.56,5,0.8,-45.84
CA-2018-164168,2018-11-12,2018-11-18,Standard Class,LS-16975,OFF-ST-10002583,63,77.952,3,0.2,-15.5904
CA-2018-164168,2018-11-12,2018-11-18,Standard Class,LS-16975,TEC-PH-10004908,63,67.992,1,0.2,8.499
CA-2018-164168,2018-11-12,2018-11-18,Standard Class,LS-16975,OFF-EN-10001219,63,12.224,2,0.2,4.4312
CA-2018-164168,2018-11-12,2018-11-18,Standard Class,LS-16975,TEC-AC-10004568,63,44.784,2,0.2,-0.5598
CA-2018-164168,2018-11-12,2018-11-18,Standard Class,LS-16975,FUR-FU-10001756,63,22.848,3,0.6,-17.7072
CA-2016-112557,2016-04-25,2016-04-28,First Class,JL-15850,OFF-AP-10002311,21,206.43,3,0.0,90.8292
US-2015-122959,2015-12-12,2015-12-12,Same Day,CY-12745,OFF-BI-10003650,53,210.392,2,0.8,-336.6272
CA-2018-162572,2018-09-25,2018-09-27,Second Class,RB-19360,TEC-AC-10003628,79,119.96,5,0.2,35.988
CA-2018-162572,2018-09-25,2018-09-27,Second Class,RB-19360,OFF-AR-10001547,79,10.608,6,0.2,0.9282
US-2017-148110,2017-09-05,2017-09-11,Standard Class,AR-10825,FUR-CH-10002647,94,347.802,7,0.3,-24.843
CA-2018-131828,2018-02-11,2018-02-13,Second Class,CS-11845,FUR-CH-10004495,5,963.136,4,0.2,108.3528
CA-2018-131828,2018-02-11,2018-02-13,Second Class,CS-11845,TEC-PH-10002923,5,88.776,3,0.2,7.7679
CA-2015-109218,2015-06-30,2015-07-03,Second Class,AR-10825,OFF-AR-10001374,2,32.4,5,0.0,10.368
CA-2017-120558,2017-06-07,2017-06-10,First Class,RD-19810,OFF-PA-10003441,21,32.4,5,0.0,15.552
US-2015-109036,2015-12-20,2015-12-25,Standard Class,KH-16510,OFF-LA-10002043,5,31.05,3,0.0,14.904
CA-2016-147830,2016-12-15,2016-12-18,First Class,NF-18385,TEC-AC-10002049,47,2025.36,6,0.2,607.608
CA-2016-147830,2016-12-15,2016-12-18,First Class,NF-18385,TEC-MA-10000418,47,1799.994,2,0.7,-2639.9912
CA-2016-147830,2016-12-15,2016-12-18,First Class,NF-18385,TEC-PH-10004908,47,101.988,2,0.4,-16.998
CA-2016-147830,2016-12-15,2016-12-18,First Class,NF-18385,FUR-FU-10004091,47,262.864,7,0.2,69.0018
CA-2018-150497,2018-07-20,2018-07-24,Standard Class,SM-20950,OFF-BI-10004600,405,735.98,2,0.0,331.191
CA-2015-128986,2015-08-03,2015-08-05,Second Class,GH-14410,OFF-PA-10001289,250,93.024,3,0.2,33.7212
CA-2016-139584,2016-08-24,2016-08-28,Standard Class,EM-13810,FUR-TA-10001539,21,284.364,2,0.4,-75.8304
CA-2016-139584,2016-08-24,2016-08-28,Standard Class,EM-13810,TEC-AC-10001266,21,26.0,2,0.0,11.7
US-2017-162677,2017-03-26,2017-03-27,First Class,DB-13210,OFF-ST-10001291,197,67.64,5,0.2,5.9185
US-2017-162677,2017-03-26,2017-03-27,First Class,DB-13210,TEC-AC-10001314,197,119.976,3,0.2,-17.9964
US-2015-150924,2015-09-12,2015-09-16,Second Class,PT-19090,OFF-BI-10004040,13,5.18,5,0.8,-8.029
CA-2015-153969,2015-09-21,2015-09-25,Standard Class,HF-14995,OFF-EN-10001539,9,15.56,2,0.0,7.3132
CA-2015-153969,2015-09-21,2015-09-25,Standard Class,HF-14995,OFF-EN-10004483,9,78.35,5,0.0,36.8245
CA-2015-153969,2015-09-21,2015-09-25,Standard Class,HF-14995,OFF-AR-10001615,9,59.52,3,0.0,15.4752
CA-2015-153969,2015-09-21,2015-09-25,Standard Class,HF-14995,OFF-PA-10000327,9,38.52,9,0.0,17.334
CA-2015-153969,2015-09-21,2015-09-25,Standard Class,HF-14995,TEC-PH-10001299,9,239.984,2,0.2,23.9984
CA-2015-153969,2015-09-21,2015-09-25,Standard Class,HF-14995,OFF-PA-10002246,9,19.35,3,0.0,9.4815
CA-2017-146682,2017-10-29,2017-10-31,First Class,KW-16435,FUR-FU-10002671,216,67.0,5,0.0,32.16
CA-2017-138695,2017-05-28,2017-06-03,Standard Class,KC-16675,FUR-CH-10003833,367,390.272,8,0.2,-24.392
CA-2017-138695,2017-05-28,2017-06-03,Standard Class,KC-16675,OFF-PA-10001667,367,62.192,13,0.2,19.435
CA-2018-107461,2018-12-21,2018-12-26,Second Class,PK-19075,OFF-BI-10002003,30,23.88,6,0.0,11.2236
US-2017-133879,2017-03-21,2017-03-28,Standard Class,KT-16465,OFF-BI-10004465,23,3.168,2,0.8,-4.752
US-2017-133879,2017-03-21,2017-03-28,Standard Class,KT-16465,FUR-CH-10000665,23,528.43,5,0.3,0.0
US-2017-133879,2017-03-21,2017-03-28,Standard Class,KT-16465,OFF-AR-10004956,23,13.392,3,0.2,1.5066
CA-2018-157483,2018-11-11,2018-11-18,Standard Class,EP-13915,OFF-AR-10004260,69,181.86,7,0.0,50.9208
US-2018-132059,2018-09-23,2018-09-29,Standard Class,AP-10915,FUR-BO-10001811,349,180.588,2,0.7,-240.784
US-2018-132059,2018-09-23,2018-09-29,Standard Class,AP-10915,TEC-AC-10003280,349,47.984,2,0.2,0.5998
CA-2018-122280,2018-09-10,2018-09-10,Same Day,SH-20395,OFF-PA-10004911,21,18.76,2,0.0,9.0048
CA-2018-105235,2018-12-05,2018-12-11,Standard Class,SM-20950,FUR-FU-10001487,21,20.94,3,0.0,6.0726
CA-2018-105235,2018-12-05,2018-12-11,Standard Class,SM-20950,FUR-FU-10000521,21,58.68,2,0.0,18.1908
CA-2018-105235,2018-12-05,2018-12-11,Standard Class,SM-20950,OFF-AP-10001271,21,254.9,5,0.0,68.823
CA-2018-152912,2018-11-09,2018-11-12,Second Class,BM-11650,OFF-BI-10004728,184,9.64,2,0.0,4.4344
CA-2018-152912,2018-11-09,2018-11-12,Second Class,BM-11650,TEC-AC-10004666,184,826.62,3,0.0,355.4466
CA-2018-152912,2018-11-09,2018-11-12,Second Class,BM-11650,OFF-ST-10003208,184,1633.14,9,0.0,473.6106
CA-2018-152912,2018-11-09,2018-11-12,Second Class,BM-11650,OFF-ST-10003208,184,544.38,3,0.0,157.8702
CA-2015-123498,2015-11-07,2015-11-09,First Class,TC-20980,OFF-BI-10000632,13,26.046,3,0.8,-44.2782
CA-2015-123498,2015-11-07,2015-11-09,First Class,TC-20980,OFF-EN-10004773,13,74.352,3,0.2,26.9526
CA-2018-159352,2018-03-12,2018-03-17,Standard Class,KB-16585,TEC-PH-10004700,95,69.93,7,0.0,32.1678
US-2018-146416,2018-10-20,2018-10-22,Second Class,JE-16165,OFF-LA-10003714,406,3.75,1,0.0,1.8
US-2018-146416,2018-10-20,2018-10-22,Second Class,JE-16165,OFF-BI-10001787,406,20.928,4,0.2,7.5864
US-2016-163783,2016-12-27,2017-01-01,Standard Class,DR-12940,OFF-ST-10002957,23,12.672,3,0.2,-3.168
CA-2018-123981,2018-10-02,2018-10-08,Standard Class,RW-19630,TEC-PH-10002115,21,65.99,1,0.0,17.1574
CA-2018-158953,2018-06-04,2018-06-08,Standard Class,ML-18040,OFF-BI-10002557,407,6.37,7,0.8,-9.555
CA-2015-165428,2015-09-01,2015-09-04,First Class,JL-15130,OFF-BI-10002949,13,3.648,3,0.8,-6.0192
CA-2015-165428,2015-09-01,2015-09-04,First Class,JL-15130,OFF-PA-10004100,13,31.104,6,0.2,10.8864
CA-2017-169026,2017-08-08,2017-08-13,Standard Class,CM-12655,OFF-FA-10001883,113,23.34,3,0.0,0.2334
CA-2018-109750,2018-07-22,2018-07-28,Standard Class,FH-14365,TEC-PH-10000702,21,29.97,3,0.0,14.0859
CA-2016-149384,2016-07-10,2016-07-10,Same Day,EH-13945,OFF-BI-10003196,260,3.366,3,0.7,-2.244
CA-2015-131527,2015-12-01,2015-12-07,Standard Class,TB-21280,TEC-PH-10001644,197,95.968,4,0.2,9.5968
CA-2018-164000,2018-12-18,2018-12-22,Standard Class,AH-10030,OFF-AR-10003183,11,18.704,7,0.2,2.338
CA-2015-164224,2015-05-18,2015-05-20,Second Class,TT-21070,FUR-FU-10000308,61,149.232,3,0.2,3.7308
CA-2015-164224,2015-05-18,2015-05-20,Second Class,TT-21070,OFF-PA-10001526,61,15.936,4,0.2,5.7768
CA-2015-158372,2015-11-10,2015-11-16,Standard Class,RD-19900,TEC-PH-10002103,74,601.536,8,0.2,60.1536
CA-2015-158372,2015-11-10,2015-11-16,Standard Class,RD-19900,TEC-AC-10004209,74,10.99,1,0.0,4.2861
CA-2015-158372,2015-11-10,2015-11-16,Standard Class,RD-19900,FUR-FU-10000397,74,39.88,2,0.0,11.1664
CA-2015-158372,2015-11-10,2015-11-16,Standard Class,RD-19900,OFF-PA-10002137,74,62.24,8,0.0,28.008
CA-2015-158372,2015-11-10,2015-11-16,Standard Class,RD-19900,FUR-FU-10001867,74,53.2,5,0.0,14.896
CA-2015-158372,2015-11-10,2015-11-16,Standard Class,RD-19900,OFF-LA-10000407,74,39.84,8,0.0,18.3264
CA-2017-108882,2017-01-09,2017-01-15,Standard Class,LA-16780,TEC-AC-10000420,227,349.95,5,0.0,118.983
CA-2017-108882,2017-01-09,2017-01-15,Standard Class,LA-16780,TEC-PH-10002726,227,377.928,9,0.2,141.723
US-2018-108245,2018-09-22,2018-09-27,Standard Class,SH-19975,OFF-EN-10001415,408,13.392,3,0.2,5.022
US-2018-108245,2018-09-22,2018-09-27,Standard Class,SH-19975,OFF-BI-10000773,408,11.228,7,0.8,-18.5262
CA-2015-142314,2015-12-23,2015-12-28,Standard Class,SF-20200,OFF-AP-10002350,212,207.24,11,0.0,58.0272
CA-2017-132409,2017-05-26,2017-06-01,Standard Class,TH-21235,OFF-AR-10001919,11,1.504,1,0.2,0.1692
CA-2017-132409,2017-05-26,2017-06-01,Standard Class,TH-21235,OFF-AP-10002082,11,34.848,2,0.2,6.534
CA-2018-150189,2018-07-08,2018-07-10,First Class,VG-21790,OFF-LA-10002762,409,75.18,6,0.0,35.3346
CA-2015-114433,2015-05-13,2015-05-17,Standard Class,NP-18325,TEC-AC-10002800,206,149.97,3,0.0,52.4895
CA-2018-104640,2018-11-10,2018-11-16,Standard Class,FH-14275,OFF-BI-10003925,21,931.176,3,0.2,314.2719
CA-2018-104640,2018-11-10,2018-11-16,Standard Class,FH-14275,TEC-PH-10002200,21,430.88,2,0.0,124.9552
US-2016-137008,2016-10-02,2016-10-08,Standard Class,JP-15460,OFF-PA-10001295,85,94.85,5,0.0,45.528
US-2016-137008,2016-10-02,2016-10-08,Standard Class,JP-15460,OFF-EN-10002500,85,51.12,4,0.0,23.004
US-2016-137008,2016-10-02,2016-10-08,Standard Class,JP-15460,TEC-AC-10000892,85,90.0,1,0.0,32.4
CA-2015-108189,2015-10-02,2015-10-05,First Class,ES-14080,OFF-PA-10001838,260,9.408,2,0.2,3.4104
CA-2015-108189,2015-10-02,2015-10-05,First Class,ES-14080,OFF-FA-10000735,260,4.672,2,0.2,1.46
CA-2015-108189,2015-10-02,2015-10-05,First Class,ES-14080,TEC-PH-10001760,260,318.4,2,0.2,107.46
CA-2015-108189,2015-10-02,2015-10-05,First Class,ES-14080,OFF-EN-10004846,260,12.768,6,0.2,4.6284
CA-2015-108189,2015-10-02,2015-10-05,First Class,ES-14080,OFF-SU-10003567,260,15.36,2,0.2,-3.264
CA-2015-108189,2015-10-02,2015-10-05,First Class,ES-14080,TEC-PH-10001557,260,230.376,3,0.2,20.1579
CA-2015-108189,2015-10-02,2015-10-05,First Class,ES-14080,TEC-AC-10003038,260,7.16,1,0.2,-0.0895
CA-2015-154641,2015-08-11,2015-08-16,Standard Class,KL-16645,OFF-ST-10004459,21,375.34,1,0.0,18.767
CA-2018-131625,2018-09-01,2018-09-05,Second Class,BN-11515,FUR-FU-10004960,21,114.9,5,0.0,39.066
US-2018-156356,2018-04-16,2018-04-22,Standard Class,ND-18370,OFF-BI-10000632,13,26.046,3,0.8,-44.2782
US-2018-156356,2018-04-16,2018-04-22,Standard Class,ND-18370,OFF-BI-10001107,13,2.896,1,0.8,-4.7784
US-2018-156356,2018-04-16,2018-04-22,Standard Class,ND-18370,OFF-ST-10002301,13,32.544,2,0.2,-7.7292
CA-2017-138933,2017-04-24,2017-04-27,First Class,JL-15130,OFF-BI-10003355,190,3.984,1,0.2,1.3944
CA-2017-140746,2017-01-15,2017-01-15,Same Day,RC-19825,FUR-TA-10002903,56,181.797,1,0.3,-15.5826
CA-2017-146836,2017-05-02,2017-05-02,Same Day,CC-12475,OFF-ST-10001580,21,44.94,3,0.0,12.5832
CA-2017-146836,2017-05-02,2017-05-02,Same Day,CC-12475,OFF-BI-10000315,21,45.576,3,0.2,15.9516
US-2017-127971,2017-11-20,2017-11-27,Standard Class,DW-13195,FUR-CH-10003774,13,318.43,5,0.3,-77.333
US-2017-127971,2017-11-20,2017-11-27,Standard Class,DW-13195,TEC-PH-10003095,13,122.92,7,0.2,46.095
US-2017-127971,2017-11-20,2017-11-27,Standard Class,DW-13195,FUR-FU-10000023,13,7.068,3,0.6,-2.8272
US-2017-140809,2017-02-01,2017-02-03,First Class,CK-12760,OFF-ST-10002214,86,56.45,5,0.0,14.677
CA-2018-114524,2018-03-31,2018-04-05,Second Class,EG-13900,OFF-BI-10002799,23,13.468,13,0.8,-22.8956
CA-2018-113355,2018-12-01,2018-12-05,Standard Class,SJ-20215,TEC-PH-10004912,57,219.8,5,0.2,24.7275
CA-2018-113355,2018-12-01,2018-12-05,Standard Class,SJ-20215,FUR-CH-10002602,57,317.058,3,0.3,-18.1176
US-2018-140907,2018-12-10,2018-12-12,Second Class,BP-11185,TEC-AC-10004510,5,49.08,3,0.0,4.908
US-2018-140907,2018-12-10,2018-12-12,Second Class,BP-11185,OFF-ST-10000060,5,324.9,5,0.0,38.988
US-2018-140907,2018-12-10,2018-12-12,Second Class,BP-11185,OFF-AR-10000799,5,18.24,3,0.0,5.2896
CA-2017-159730,2017-09-17,2017-09-21,Standard Class,SJ-20125,FUR-CH-10004875,5,113.888,2,0.2,9.9652
CA-2017-159730,2017-09-17,2017-09-21,Standard Class,SJ-20125,TEC-PH-10002085,5,105.584,2,0.2,7.9188
CA-2017-157868,2017-12-23,2017-12-29,Standard Class,MC-17590,OFF-FA-10000992,410,24.85,7,0.0,11.6795
CA-2018-119389,2018-04-17,2018-04-19,First Class,BG-11740,FUR-FU-10001473,11,60.312,3,0.2,5.2773
CA-2018-110373,2018-10-27,2018-10-30,Second Class,MA-17560,OFF-AR-10003045,23,7.056,3,0.2,2.205
CA-2018-110373,2018-10-27,2018-10-30,Second Class,MA-17560,TEC-PH-10001536,23,27.184,2,0.2,2.0388
CA-2017-155474,2017-07-08,2017-07-14,Standard Class,CC-12220,TEC-PH-10001580,5,107.984,1,0.2,9.4486
CA-2017-155474,2017-07-08,2017-07-14,Standard Class,CC-12220,OFF-BI-10004209,5,19.296,3,0.2,6.03
CA-2016-155453,2016-08-09,2016-08-14,Standard Class,RA-19885,OFF-LA-10001613,117,4.608,2,0.2,1.6704
US-2017-161844,2017-12-09,2017-12-14,Second Class,DK-12835,FUR-TA-10001676,64,79.974,3,0.4,-29.3238
US-2017-161844,2017-12-09,2017-12-14,Second Class,DK-12835,OFF-BI-10003712,64,2.946,2,0.7,-2.0622
US-2017-162103,2017-11-13,2017-11-17,Standard Class,LB-16795,OFF-BI-10000285,391,3.136,2,0.8,-4.704
CA-2015-151554,2015-11-14,2015-11-15,First Class,CM-11815,OFF-PA-10004609,75,20.736,4,0.2,7.2576
CA-2015-140662,2015-11-17,2015-11-19,First Class,TS-21205,TEC-AC-10001314,9,99.98,2,0.0,7.9984
CA-2015-140662,2015-11-17,2015-11-19,First Class,TS-21205,OFF-PA-10003395,9,733.95,7,0.0,352.296
CA-2015-140662,2015-11-17,2015-11-19,First Class,TS-21205,OFF-AP-10001242,9,241.44,3,0.0,72.432
CA-2017-122518,2017-03-04,2017-03-08,Second Class,RF-19345,OFF-LA-10001641,107,10.08,4,0.2,3.528
US-2015-126571,2015-10-11,2015-10-15,Standard Class,JF-15565,OFF-ST-10003816,11,281.904,2,0.2,10.5714
US-2015-126571,2015-10-11,2015-10-15,Standard Class,JF-15565,OFF-EN-10002230,11,201.432,3,0.2,67.9833
CA-2015-143840,2015-05-22,2015-05-29,Standard Class,EH-14185,TEC-PH-10002660,28,135.98,2,0.0,33.995
CA-2015-143840,2015-05-22,2015-05-29,Standard Class,EH-14185,TEC-PH-10003171,28,44.95,1,0.0,12.586
CA-2015-115980,2015-07-15,2015-07-19,Standard Class,VW-21775,TEC-AC-10003709,348,2.97,3,0.0,1.3068
CA-2015-115980,2015-07-15,2015-07-19,Standard Class,VW-21775,OFF-FA-10000304,348,6.54,3,0.0,2.6814
CA-2016-155145,2016-12-27,2016-12-29,Second Class,KN-16450,TEC-AC-10003709,411,7.92,8,0.0,3.4848
CA-2016-146038,2016-02-09,2016-02-16,Standard Class,SJ-20215,FUR-CH-10002774,2,203.92,5,0.2,22.941
CA-2018-133865,2018-05-08,2018-05-12,Standard Class,PS-19045,TEC-CO-10001046,2,3359.952,6,0.2,1049.985
CA-2018-116358,2018-11-02,2018-11-06,Standard Class,KM-16225,OFF-FA-10003495,412,18.24,3,0.0,9.12
CA-2018-116358,2018-11-02,2018-11-06,Standard Class,KM-16225,OFF-AR-10004685,412,27.78,6,0.0,9.1674
CA-2015-102988,2015-04-05,2015-04-09,Second Class,GM-14695,OFF-AR-10004757,187,22.96,7,0.0,7.5768
CA-2015-102988,2015-04-05,2015-04-09,Second Class,GM-14695,TEC-PH-10001615,187,28.99,1,0.0,8.4071
CA-2015-102988,2015-04-05,2015-04-09,Second Class,GM-14695,OFF-PA-10003349,187,12.96,2,0.0,6.3504
CA-2015-102988,2015-04-05,2015-04-09,Second Class,GM-14695,OFF-AR-10000127,187,22.96,7,0.0,6.6584
CA-2015-102988,2015-04-05,2015-04-09,Second Class,GM-14695,OFF-SU-10002881,187,4164.05,5,0.0,83.281
US-2015-117170,2015-09-17,2015-09-24,Standard Class,KT-16465,TEC-AC-10001109,288,47.984,2,0.2,13.1956
US-2015-117170,2015-09-17,2015-09-24,Standard Class,KT-16465,OFF-PA-10000682,288,4.624,1,0.2,1.6762
CA-2015-159478,2015-09-30,2015-10-06,Standard Class,MH-17785,FUR-FU-10000221,21,15.24,3,0.0,5.1816
CA-2015-103702,2015-09-12,2015-09-17,Standard Class,AF-10885,OFF-BI-10002429,297,63.924,7,0.7,-46.8776
CA-2018-150525,2018-02-20,2018-02-25,Standard Class,JP-16135,OFF-AR-10002375,289,6.56,2,0.0,1.9024
