date,year,quarter,month,day,day_of_week,is_weekend
2017-01-11,2017,1,1,11,Wednesday,False
2017-01-14,2017,1,1,14,Saturday,True
2017-01-15,2017,1,1,15,Sunday,True
2017-01-16,2017,1,1,16,Monday,False
2017-01-17,2017,1,1,17,Tuesday,False
2017-01-21,2017,1,1,21,Saturday,True
2017-01-22,2017,1,1,22,Sunday,True
2017-01-23,2017,1,1,23,Monday,False
2017-01-24,2017,1,1,24,Tuesday,False
2017-01-25,2017,1,1,25,Wednesday,False
2017-01-28,2017,1,1,28,Saturday,True
2017-01-30,2017,1,1,30,Monday,False
2017-01-31,2017,1,1,31,Tuesday,False
2017-02-01,2017,1,2,1,Wednesday,False
2017-02-02,2017,1,2,2,Thursday,False
2017-02-03,2017,1,2,3,Friday,False
2017-02-04,2017,1,2,4,Saturday,True
2017-02-05,2017,1,2,5,Sunday,True
2017-02-06,2017,1,2,6,Monday,False
2017-02-07,2017,1,2,7,Tuesday,False
2017-02-08,2017,1,2,8,Wednesday,False
2017-02-09,2017,1,2,9,Thursday,False
2017-02-11,2017,1,2,11,Saturday,True
2017-02-12,2017,1,2,12,Sunday,True
2017-02-13,2017,1,2,13,Monday,False
2017-02-14,2017,1,2,14,Tuesday,False
2017-02-15,2017,1,2,15,Wednesday,False
2017-02-16,2017,1,2,16,Thursday,False
2017-02-19,2017,1,2,19,Sunday,True
2017-02-20,2017,1,2,20,Monday,False
2017-02-21,2017,1,2,21,Tuesday,False
2017-02-22,2017,1,2,22,Wednesday,False
2017-02-23,2017,1,2,23,Thursday,False
2017-02-25,2017,1,2,25,Saturday,True
2017-02-27,2017,1,2,27,Monday,False
2017-02-28,2017,1,2,28,Tuesday,False
2017-03-01,2017,1,3,1,Wednesday,False
2017-03-03,2017,1,3,3,Friday,False
2017-03-04,2017,1,3,4,Saturday,True
2017-03-05,2017,1,3,5,Sunday,True
2017-03-06,2017,1,3,6,Monday,False
2017-03-07,2017,1,3,7,Tuesday,False
2017-03-08,2017,1,3,8,Wednesday,False
2017-03-09,2017,1,3,9,Thursday,False
2017-03-10,2017,1,3,10,Friday,False
2017-03-11,2017,1,3,11,Saturday,True
2017-03-12,2017,1,3,12,Sunday,True
2017-03-13,2017,1,3,13,Monday,False
2017-03-14,2017,1,3,14,Tuesday,False
2017-03-15,2017,1,3,15,Wednesday,False
2017-03-17,2017,1,3,17,Friday,False
2017-03-18,2017,1,3,18,Saturday,True
2017-03-19,2017,1,3,19,Sunday,True
2017-03-20,2017,1,3,20,Monday,False
2017-03-21,2017,1,3,21,Tuesday,False
2017-03-22,2017,1,3,22,Wednesday,False
2017-03-24,2017,1,3,24,Friday,False
2017-03-25,2017,1,3,25,Saturday,True
2017-03-26,2017,1,3,26,Sunday,True
2017-03-27,2017,1,3,27,Monday,False
2017-03-28,2017,1,3,28,Tuesday,False
2017-03-29,2017,1,3,29,Wednesday,False
2017-03-30,2017,1,3,30,Thursday,False
2017-03-31,2017,1,3,31,Friday,False
2017-04-01,2017,2,4,1,Saturday,True
2017-04-02,2017,2,4,2,Sunday,True
2017-04-03,2017,2,4,3,Monday,False
2017-04-04,2017,2,4,4,Tuesday,False
2017-04-05,2017,2,4,5,Wednesday,False
2017-04-06,2017,2,4,6,Thursday,False
2017-04-07,2017,2,4,7,Friday,False
2017-04-08,2017,2,4,8,Saturday,True
2017-04-09,2017,2,4,9,Sunday,True
2017-04-10,2017,2,4,10,Monday,False
2017-04-12,2017,2,4,12,Wednesday,False
2017-04-13,2017,2,4,13,Thursday,False
2017-04-14,2017,2,4,14,Friday,False
2017-04-15,2017,2,4,15,Saturday,True
2017-04-16,2017,2,4,16,Sunday,True
2017-04-17,2017,2,4,17,Monday,False
2017-04-18,2017,2,4,18,Tuesday,False
2017-04-19,2017,2,4,19,Wednesday,False
2017-04-21,2017,2,4,21,Friday,False
2017-04-22,2017,2,4,22,Saturday,True
2017-04-23,2017,2,4,23,Sunday,True
2017-04-24,2017,2,4,24,Monday,False
2017-04-25,2017,2,4,25,Tuesday,False
2017-04-26,2017,2,4,26,Wednesday,False
2017-04-28,2017,2,4,28,Friday,False
2017-04-30,2017,2,4,30,Sunday,True
2017-05-01,2017,2,5,1,Monday,False
2017-05-02,2017,2,5,2,Tuesday,False
2017-05-03,2017,2,5,3,Wednesday,False
2017-05-05,2017,2,5,5,Friday,False
2017-05-06,2017,2,5,6,Saturday,True
2017-05-07,2017,2,5,7,Sunday,True
2017-05-08,2017,2,5,8,Monday,False
2017-05-09,2017,2,5,9,Tuesday,False
2017-05-10,2017,2,5,10,Wednesday,False
2017-05-11,2017,2,5,11,Thursday,False
2017-05-12,2017,2,5,12,Friday,False
2017-05-14,2017,2,5,14,Sunday,True
2017-05-15,2017,2,5,15,Monday,False
2017-05-16,2017,2,5,16,Tuesday,False
2017-05-17,2017,2,5,17,Wednesday,False
2017-05-18,2017,2,5,18,Thursday,False
2017-05-19,2017,2,5,19,Friday,False
2017-05-20,2017,2,5,20,Saturday,True
2017-05-21,2017,2,5,21,Sunday,True
2017-05-22,2017,2,5,22,Monday,False
2017-05-23,2017,2,5,23,Tuesday,False
2017-05-24,2017,2,5,24,Wednesday,False
2017-05-25,2017,2,5,25,Thursday,False
2017-05-26,2017,2,5,26,Friday,False
2017-05-27,2017,2,5,27,Saturday,True
2017-05-28,2017,2,5,28,Sunday,True
2017-05-29,2017,2,5,29,Monday,False
2017-05-30,2017,2,5,30,Tuesday,False
2017-05-31,2017,2,5,31,Wednesday,False
2017-06-02,2017,2,6,2,Friday,False
2017-06-03,2017,2,6,3,Saturday,True
2017-06-04,2017,2,6,4,Sunday,True
2017-06-05,2017,2,6,5,Monday,False
2017-06-06,2017,2,6,6,Tuesday,False
2017-06-07,2017,2,6,7,Wednesday,False
2017-06-09,2017,2,6,9,Friday,False
2017-06-10,2017,2,6,10,Saturday,True
2017-06-11,2017,2,6,11,Sunday,True
2017-06-12,2017,2,6,12,Monday,False
2017-06-13,2017,2,6,13,Tuesday,False
2017-06-14,2017,2,6,14,Wednesday,False
2017-06-15,2017,2,6,15,Thursday,False
2017-06-16,2017,2,6,16,Friday,False
2017-06-17,2017,2,6,17,Saturday,True
2017-06-18,2017,2,6,18,Sunday,True
2017-06-19,2017,2,6,19,Monday,False
2017-06-20,2017,2,6,20,Tuesday,False
2017-06-21,2017,2,6,21,Wednesday,False
2017-06-23,2017,2,6,23,Friday,False
2017-06-24,2017,2,6,24,Saturday,True
2017-06-25,2017,2,6,25,Sunday,True
2017-06-26,2017,2,6,26,Monday,False
2017-06-27,2017,2,6,27,Tuesday,False
2017-06-28,2017,2,6,28,Wednesday,False
2017-06-29,2017,2,6,29,Thursday,False
2017-06-30,2017,2,6,30,Friday,False
2017-07-01,2017,3,7,1,Saturday,True
2017-07-02,2017,3,7,2,Sunday,True
2017-07-03,2017,3,7,3,Monday,False
2017-07-04,2017,3,7,4,Tuesday,False
2017-07-07,2017,3,7,7,Friday,False
2017-07-08,2017,3,7,8,Saturday,True
2017-07-09,2017,3,7,9,Sunday,True
2017-07-10,2017,3,7,10,Monday,False
2017-07-12,2017,3,7,12,Wednesday,False
2017-07-14,2017,3,7,14,Friday,False
2017-07-15,2017,3,7,15,Saturday,True
2017-07-16,2017,3,7,16,Sunday,True
2017-07-17,2017,3,7,17,Monday,False
2017-07-18,2017,3,7,18,Tuesday,False
2017-07-19,2017,3,7,19,Wednesday,False
2017-07-20,2017,3,7,20,Thursday,False
2017-07-21,2017,3,7,21,Friday,False
2017-07-22,2017,3,7,22,Saturday,True
2017-07-23,2017,3,7,23,Sunday,True
2017-07-24,2017,3,7,24,Monday,False
2017-07-25,2017,3,7,25,Tuesday,False
2017-07-28,2017,3,7,28,Friday,False
2017-07-29,2017,3,7,29,Saturday,True
2017-07-30,2017,3,7,30,Sunday,True
2017-07-31,2017,3,7,31,Monday,False
2017-08-01,2017,3,8,1,Tuesday,False
2017-08-02,2017,3,8,2,Wednesday,False
2017-08-03,2017,3,8,3,Thursday,False
2017-08-04,2017,3,8,4,Friday,False
2017-08-05,2017,3,8,5,Saturday,True
2017-08-06,2017,3,8,6,Sunday,True
2017-08-07,2017,3,8,7,Monday,False
2017-08-08,2017,3,8,8,Tuesday,False
2017-08-09,2017,3,8,9,Wednesday,False
2017-08-11,2017,3,8,11,Friday,False
2017-08-12,2017,3,8,12,Saturday,True
2017-08-13,2017,3,8,13,Sunday,True
2017-08-14,2017,3,8,14,Monday,False
2017-08-15,2017,3,8,15,Tuesday,False
2017-08-16,2017,3,8,16,Wednesday,False
2017-08-17,2017,3,8,17,Thursday,False
2017-08-18,2017,3,8,18,Friday,False
2017-08-19,2017,3,8,19,Saturday,True
2017-08-20,2017,3,8,20,Sunday,True
2017-08-21,2017,3,8,21,Monday,False
2017-08-22,2017,3,8,22,Tuesday,False
2017-08-23,2017,3,8,23,Wednesday,False
2017-08-26,2017,3,8,26,Saturday,True
2017-08-27,2017,3,8,27,Sunday,True
2017-08-28,2017,3,8,28,Monday,False
2017-08-29,2017,3,8,29,Tuesday,False
2017-08-30,2017,3,8,30,Wednesday,False
2017-08-31,2017,3,8,31,Thursday,False
2017-09-01,2017,3,9,1,Friday,False
2017-09-02,2017,3,9,2,Saturday,True
2017-09-03,2017,3,9,3,Sunday,True
2017-09-04,2017,3,9,4,Monday,False
2017-09-05,2017,3,9,5,Tuesday,False
2017-09-06,2017,3,9,6,Wednesday,False
2017-09-08,2017,3,9,8,Friday,False
2017-09-09,2017,3,9,9,Saturday,True
2017-09-10,2017,3,9,10,Sunday,True
2017-09-11,2017,3,9,11,Monday,False
2017-09-12,2017,3,9,12,Tuesday,False
2017-09-13,2017,3,9,13,Wednesday,False
2017-09-14,2017,3,9,14,Thursday,False
2017-09-15,2017,3,9,15,Friday,False
2017-09-16,2017,3,9,16,Saturday,True
2017-09-17,2017,3,9,17,Sunday,True
2017-09-18,2017,3,9,18,Monday,False
2017-09-19,2017,3,9,19,Tuesday,False
2017-09-20,2017,3,9,20,Wednesday,False
2017-09-22,2017,3,9,22,Friday,False
2017-09-23,2017,3,9,23,Saturday,True
2017-09-24,2017,3,9,24,Sunday,True
2017-09-25,2017,3,9,25,Monday,False
2017-09-26,2017,3,9,26,Tuesday,False
2017-09-27,2017,3,9,27,Wednesday,False
2017-09-28,2017,3,9,28,Thursday,False
2017-09-29,2017,3,9,29,Friday,False
2017-09-30,2017,3,9,30,Saturday,True
2017-10-01,2017,4,10,1,Sunday,True
2017-10-02,2017,4,10,2,Monday,False
2017-10-03,2017,4,10,3,Tuesday,False
2017-10-04,2017,4,10,4,Wednesday,False
2017-10-06,2017,4,10,6,Friday,False
2017-10-07,2017,4,10,7,Saturday,True
2017-10-08,2017,4,10,8,Sunday,True
2017-10-09,2017,4,10,9,Monday,False
2017-10-10,2017,4,10,10,Tuesday,False
2017-10-11,2017,4,10,11,Wednesday,False
2017-10-13,2017,4,10,13,Friday,False
2017-10-14,2017,4,10,14,Saturday,True
2017-10-15,2017,4,10,15,Sunday,True
2017-10-16,2017,4,10,16,Monday,False
2017-10-17,2017,4,10,17,Tuesday,False
2017-10-18,2017,4,10,18,Wednesday,False
2017-10-20,2017,4,10,20,Friday,False
2017-10-21,2017,4,10,21,Saturday,True
2017-10-22,2017,4,10,22,Sunday,True
2017-10-23,2017,4,10,23,Monday,False
2017-10-24,2017,4,10,24,Tuesday,False
2017-10-25,2017,4,10,25,Wednesday,False
2017-10-27,2017,4,10,27,Friday,False
2017-10-28,2017,4,10,28,Saturday,True
2017-10-29,2017,4,10,29,Sunday,True
2017-10-30,2017,4,10,30,Monday,False
2017-10-31,2017,4,10,31,Tuesday,False
2017-11-01,2017,4,11,1,Wednesday,False
2017-11-03,2017,4,11,3,Friday,False
2017-11-04,2017,4,11,4,Saturday,True
2017-11-05,2017,4,11,5,Sunday,True
2017-11-06,2017,4,11,6,Monday,False
2017-11-07,2017,4,11,7,Tuesday,False
2017-11-08,2017,4,11,8,Wednesday,False
2017-11-09,2017,4,11,9,Thursday,False
2017-11-10,2017,4,11,10,Friday,False
2017-11-11,2017,4,11,11,Saturday,True
2017-11-12,2017,4,11,12,Sunday,True
2017-11-13,2017,4,11,13,Monday,False
2017-11-14,2017,4,11,14,Tuesday,False
2017-11-15,2017,4,11,15,Wednesday,False
2017-11-16,2017,4,11,16,Thursday,False
2017-11-17,2017,4,11,17,Friday,False
2017-11-18,2017,4,11,18,Saturday,True
2017-11-19,2017,4,11,19,Sunday,True
2017-11-20,2017,4,11,20,Monday,False
2017-11-21,2017,4,11,21,Tuesday,False
2017-11-22,2017,4,11,22,Wednesday,False
2017-11-23,2017,4,11,23,Thursday,False
2017-11-24,2017,4,11,24,Friday,False
2017-11-25,2017,4,11,25,Saturday,True
2017-11-26,2017,4,11,26,Sunday,True
2017-11-27,2017,4,11,27,Monday,False
2017-11-28,2017,4,11,28,Tuesday,False
2017-11-29,2017,4,11,29,Wednesday,False
2017-11-30,2017,4,11,30,Thursday,False
2017-12-01,2017,4,12,1,Friday,False
2017-12-02,2017,4,12,2,Saturday,True
2017-12-03,2017,4,12,3,Sunday,True
2017-12-04,2017,4,12,4,Monday,False
2017-12-05,2017,4,12,5,Tuesday,False
2017-12-06,2017,4,12,6,Wednesday,False
2017-12-08,2017,4,12,8,Friday,False
2017-12-09,2017,4,12,9,Saturday,True
2017-12-10,2017,4,12,10,Sunday,True
2017-12-11,2017,4,12,11,Monday,False
2017-12-12,2017,4,12,12,Tuesday,False
2017-12-13,2017,4,12,13,Wednesday,False
2017-12-14,2017,4,12,14,Thursday,False
2017-12-15,2017,4,12,15,Friday,False
2017-12-16,2017,4,12,16,Saturday,True
2017-12-17,2017,4,12,17,Sunday,True
2017-12-18,2017,4,12,18,Monday,False
2017-12-19,2017,4,12,19,Tuesday,False
2017-12-20,2017,4,12,20,Wednesday,False
2017-12-22,2017,4,12,22,Friday,False
2017-12-23,2017,4,12,23,Saturday,True
2017-12-24,2017,4,12,24,Sunday,True
2017-12-25,2017,4,12,25,Monday,False
2017-12-26,2017,4,12,26,Tuesday,False
2017-12-27,2017,4,12,27,Wednesday,False
2017-12-29,2017,4,12,29,Friday,False
2017-12-30,2017,4,12,30,Saturday,True
2017-12-31,2017,4,12,31,Sunday,True
2018-01-01,2018,1,1,1,Monday,False
2018-01-02,2018,1,1,2,Tuesday,False
2018-01-03,2018,1,1,3,Wednesday,False
2018-01-06,2018,1,1,6,Saturday,True
2018-01-07,2018,1,1,7,Sunday,True
2018-01-08,2018,1,1,8,Monday,False
2018-01-09,2018,1,1,9,Tuesday,False
2018-01-12,2018,1,1,12,Friday,False
2018-01-13,2018,1,1,13,Saturday,True
2018-01-14,2018,1,1,14,Sunday,True
2018-01-15,2018,1,1,15,Monday,False
2018-01-16,2018,1,1,16,Tuesday,False
2018-01-19,2018,1,1,19,Friday,False
2018-01-20,2018,1,1,20,Saturday,True
2018-01-21,2018,1,1,21,Sunday,True
2018-01-22,2018,1,1,22,Monday,False
2018-01-23,2018,1,1,23,Tuesday,False
2018-01-24,2018,1,1,24,Wednesday,False
2018-01-26,2018,1,1,26,Friday,False
2018-01-27,2018,1,1,27,Saturday,True
2018-01-28,2018,1,1,28,Sunday,True
2018-01-29,2018,1,1,29,Monday,False
2018-01-30,2018,1,1,30,Tuesday,False
2018-02-02,2018,1,2,2,Friday,False
2018-02-03,2018,1,2,3,Saturday,True
2018-02-04,2018,1,2,4,Sunday,True
2018-02-05,2018,1,2,5,Monday,False
2018-02-06,2018,1,2,6,Tuesday,False
2018-02-09,2018,1,2,9,Friday,False
2018-02-10,2018,1,2,10,Saturday,True
2018-02-11,2018,1,2,11,Sunday,True
2018-02-13,2018,1,2,13,Tuesday,False
2018-02-16,2018,1,2,16,Friday,False
2018-02-17,2018,1,2,17,Saturday,True
2018-02-18,2018,1,2,18,Sunday,True
2018-02-19,2018,1,2,19,Monday,False
2018-02-20,2018,1,2,20,Tuesday,False
2018-02-21,2018,1,2,21,Wednesday,False
2018-02-23,2018,1,2,23,Friday,False
2018-02-24,2018,1,2,24,Saturday,True
2018-02-25,2018,1,2,25,Sunday,True
2018-02-26,2018,1,2,26,Monday,False
2018-02-28,2018,1,2,28,Wednesday,False
2018-03-02,2018,1,3,2,Friday,False
2018-03-03,2018,1,3,3,Saturday,True
2018-03-04,2018,1,3,4,Sunday,True
2018-03-05,2018,1,3,5,Monday,False
2018-03-06,2018,1,3,6,Tuesday,False
2018-03-07,2018,1,3,7,Wednesday,False
2018-03-08,2018,1,3,8,Thursday,False
2018-03-09,2018,1,3,9,Friday,False
2018-03-10,2018,1,3,10,Saturday,True
2018-03-11,2018,1,3,11,Sunday,True
2018-03-12,2018,1,3,12,Monday,False
2018-03-13,2018,1,3,13,Tuesday,False
2018-03-14,2018,1,3,14,Wednesday,False
2018-03-16,2018,1,3,16,Friday,False
2018-03-17,2018,1,3,17,Saturday,True
2018-03-18,2018,1,3,18,Sunday,True
2018-03-19,2018,1,3,19,Monday,False
2018-03-20,2018,1,3,20,Tuesday,False
2018-03-21,2018,1,3,21,Wednesday,False
2018-03-23,2018,1,3,23,Friday,False
2018-03-24,2018,1,3,24,Saturday,True
2018-03-25,2018,1,3,25,Sunday,True
2018-03-26,2018,1,3,26,Monday,False
2018-03-27,2018,1,3,27,Tuesday,False
2018-03-28,2018,1,3,28,Wednesday,False
2018-03-29,2018,1,3,29,Thursday,False
2018-03-30,2018,1,3,30,Friday,False
2018-03-31,2018,1,3,31,Saturday,True
2018-04-01,2018,2,4,1,Sunday,True
2018-04-02,2018,2,4,2,Monday,False
2018-04-03,2018,2,4,3,Tuesday,False
2018-04-04,2018,2,4,4,Wednesday,False
2018-04-06,2018,2,4,6,Friday,False
2018-04-07,2018,2,4,7,Saturday,True
2018-04-08,2018,2,4,8,Sunday,True
2018-04-09,2018,2,4,9,Monday,False
2018-04-10,2018,2,4,10,Tuesday,False
2018-04-11,2018,2,4,11,Wednesday,False
2018-04-12,2018,2,4,12,Thursday,False
2018-04-13,2018,2,4,13,Friday,False
2018-04-14,2018,2,4,14,Saturday,True
2018-04-15,2018,2,4,15,Sunday,True
2018-04-16,2018,2,4,16,Monday,False
2018-04-17,2018,2,4,17,Tuesday,False
2018-04-20,2018,2,4,20,Friday,False
2018-04-21,2018,2,4,21,Saturday,True
2018-04-22,2018,2,4,22,Sunday,True
2018-04-23,2018,2,4,23,Monday,False
2018-04-24,2018,2,4,24,Tuesday,False
2018-04-25,2018,2,4,25,Wednesday,False
2018-04-26,2018,2,4,26,Thursday,False
2018-04-27,2018,2,4,27,Friday,False
2018-04-28,2018,2,4,28,Saturday,True
2018-04-29,2018,2,4,29,Sunday,True
2018-04-30,2018,2,4,30,Monday,False
2018-05-01,2018,2,5,1,Tuesday,False
2018-05-02,2018,2,5,2,Wednesday,False
2018-05-03,2018,2,5,3,Thursday,False
2018-05-04,2018,2,5,4,Friday,False
2018-05-05,2018,2,5,5,Saturday,True
2018-05-06,2018,2,5,6,Sunday,True
2018-05-07,2018,2,5,7,Monday,False
2018-05-08,2018,2,5,8,Tuesday,False
2018-05-09,2018,2,5,9,Wednesday,False
2018-05-11,2018,2,5,11,Friday,False
2018-05-12,2018,2,5,12,Saturday,True
2018-05-13,2018,2,5,13,Sunday,True
2018-05-14,2018,2,5,14,Monday,False
2018-05-15,2018,2,5,15,Tuesday,False
2018-05-16,2018,2,5,16,Wednesday,False
2018-05-18,2018,2,5,18,Friday,False
2018-05-19,2018,2,5,19,Saturday,True
2018-05-20,2018,2,5,20,Sunday,True
2018-05-21,2018,2,5,21,Monday,False
2018-05-22,2018,2,5,22,Tuesday,False
2018-05-23,2018,2,5,23,Wednesday,False
2018-05-25,2018,2,5,25,Friday,False
2018-05-26,2018,2,5,26,Saturday,True
2018-05-27,2018,2,5,27,Sunday,True
2018-05-28,2018,2,5,28,Monday,False
2018-05-29,2018,2,5,29,Tuesday,False
2018-05-30,2018,2,5,30,Wednesday,False
2018-06-01,2018,2,6,1,Friday,False
2018-06-02,2018,2,6,2,Saturday,True
2018-06-03,2018,2,6,3,Sunday,True
2018-06-04,2018,2,6,4,Monday,False
2018-06-05,2018,2,6,5,Tuesday,False
2018-06-06,2018,2,6,6,Wednesday,False
2018-06-08,2018,2,6,8,Friday,False
2018-06-09,2018,2,6,9,Saturday,True
2018-06-10,2018,2,6,10,Sunday,True
2018-06-11,2018,2,6,11,Monday,False
2018-06-12,2018,2,6,12,Tuesday,False
2018-06-13,2018,2,6,13,Wednesday,False
2018-06-15,2018,2,6,15,Friday,False
2018-06-16,2018,2,6,16,Saturday,True
2018-06-17,2018,2,6,17,Sunday,True
2018-06-18,2018,2,6,18,Monday,False
2018-06-19,2018,2,6,19,Tuesday,False
2018-06-20,2018,2,6,20,Wednesday,False
2018-06-21,2018,2,6,21,Thursday,False
2018-06-22,2018,2,6,22,Friday,False
2018-06-24,2018,2,6,24,Sunday,True
2018-06-25,2018,2,6,25,Monday,False
2018-06-26,2018,2,6,26,Tuesday,False
2018-06-27,2018,2,6,27,Wednesday,False
2018-06-29,2018,2,6,29,Friday,False
2018-06-30,2018,2,6,30,Saturday,True
2018-07-01,2018,3,7,1,Sunday,True
2018-07-02,2018,3,7,2,Monday,False
2018-07-03,2018,3,7,3,Tuesday,False
2018-07-05,2018,3,7,5,Thursday,False
2018-07-06,2018,3,7,6,Friday,False
2018-07-07,2018,3,7,7,Saturday,True
2018-07-08,2018,3,7,8,Sunday,True
2018-07-09,2018,3,7,9,Monday,False
2018-07-10,2018,3,7,10,Tuesday,False
2018-07-11,2018,3,7,11,Wednesday,False
2018-07-12,2018,3,7,12,Thursday,False
2018-07-13,2018,3,7,13,Friday,False
2018-07-14,2018,3,7,14,Saturday,True
2018-07-15,2018,3,7,15,Sunday,True
2018-07-16,2018,3,7,16,Monday,False
2018-07-17,2018,3,7,17,Tuesday,False
2018-07-18,2018,3,7,18,Wednesday,False
2018-07-20,2018,3,7,20,Friday,False
2018-07-21,2018,3,7,21,Saturday,True
2018-07-22,2018,3,7,22,Sunday,True
2018-07-23,2018,3,7,23,Monday,False
2018-07-24,2018,3,7,24,Tuesday,False
2018-07-25,2018,3,7,25,Wednesday,False
2018-07-26,2018,3,7,26,Thursday,False
2018-07-27,2018,3,7,27,Friday,False
2018-07-28,2018,3,7,28,Saturday,True
2018-07-29,2018,3,7,29,Sunday,True
2018-07-30,2018,3,7,30,Monday,False
2018-07-31,2018,3,7,31,Tuesday,False
2018-08-01,2018,3,8,1,Wednesday,False
2018-08-03,2018,3,8,3,Friday,False
2018-08-04,2018,3,8,4,Saturday,True
2018-08-05,2018,3,8,5,Sunday,True
2018-08-06,2018,3,8,6,Monday,False
2018-08-07,2018,3,8,7,Tuesday,False
2018-08-10,2018,3,8,10,Friday,False
2018-08-11,2018,3,8,11,Saturday,True
2018-08-12,2018,3,8,12,Sunday,True
2018-08-13,2018,3,8,13,Monday,False
2018-08-14,2018,3,8,14,Tuesday,False
2018-08-15,2018,3,8,15,Wednesday,False
2018-08-16,2018,3,8,16,Thursday,False
2018-08-17,2018,3,8,17,Friday,False
2018-08-18,2018,3,8,18,Saturday,True
2018-08-19,2018,3,8,19,Sunday,True
2018-08-20,2018,3,8,20,Monday,False
2018-08-21,2018,3,8,21,Tuesday,False
2018-08-22,2018,3,8,22,Wednesday,False
2018-08-23,2018,3,8,23,Thursday,False
2018-08-24,2018,3,8,24,Friday,False
2018-08-25,2018,3,8,25,Saturday,True
2018-08-26,2018,3,8,26,Sunday,True
2018-08-27,2018,3,8,27,Monday,False
2018-08-28,2018,3,8,28,Tuesday,False
2018-08-29,2018,3,8,29,Wednesday,False
2018-08-31,2018,3,8,31,Friday,False
2018-09-01,2018,3,9,1,Saturday,True
2018-09-02,2018,3,9,2,Sunday,True
2018-09-03,2018,3,9,3,Monday,False
2018-09-04,2018,3,9,4,Tuesday,False
2018-09-05,2018,3,9,5,Wednesday,False
2018-09-07,2018,3,9,7,Friday,False
2018-09-08,2018,3,9,8,Saturday,True
2018-09-09,2018,3,9,9,Sunday,True
2018-09-10,2018,3,9,10,Monday,False
2018-09-11,2018,3,9,11,Tuesday,False
2018-09-12,2018,3,9,12,Wednesday,False
2018-09-13,2018,3,9,13,Thursday,False
2018-09-14,2018,3,9,14,Friday,False
2018-09-15,2018,3,9,15,Saturday,True
2018-09-16,2018,3,9,16,Sunday,True
2018-09-17,2018,3,9,17,Monday,False
2018-09-18,2018,3,9,18,Tuesday,False
2018-09-19,2018,3,9,19,Wednesday,False
2018-09-20,2018,3,9,20,Thursday,False
2018-09-21,2018,3,9,21,Friday,False
2018-09-22,2018,3,9,22,Saturday,True
2018-09-23,2018,3,9,23,Sunday,True
2018-09-24,2018,3,9,24,Monday,False
2018-09-25,2018,3,9,25,Tuesday,False
2018-09-26,2018,3,9,26,Wednesday,False
2018-09-28,2018,3,9,28,Friday,False
2018-09-29,2018,3,9,29,Saturday,True
2018-09-30,2018,3,9,30,Sunday,True
2018-10-01,2018,4,10,1,Monday,False
2018-10-02,2018,4,10,2,Tuesday,False
2018-10-03,2018,4,10,3,Wednesday,False
2018-10-04,2018,4,10,4,Thursday,False
2018-10-05,2018,4,10,5,Friday,False
2018-10-06,2018,4,10,6,Saturday,True
2018-10-07,2018,4,10,7,Sunday,True
2018-10-08,2018,4,10,8,Monday,False
2018-10-09,2018,4,10,9,Tuesday,False
2018-10-10,2018,4,10,10,Wednesday,False
2018-10-12,2018,4,10,12,Friday,False
2018-10-13,2018,4,10,13,Saturday,True
2018-10-14,2018,4,10,14,Sunday,True
2018-10-15,2018,4,10,15,Monday,False
2018-10-16,2018,4,10,16,Tuesday,False
2018-10-17,2018,4,10,17,Wednesday,False
2018-10-19,2018,4,10,19,Friday,False
2018-10-20,2018,4,10,20,Saturday,True
2018-10-21,2018,4,10,21,Sunday,True
2018-10-22,2018,4,10,22,Monday,False
2018-10-23,2018,4,10,23,Tuesday,False
2018-10-24,2018,4,10,24,Wednesday,False
2018-10-26,2018,4,10,26,Friday,False
2018-10-27,2018,4,10,27,Saturday,True
2018-10-28,2018,4,10,28,Sunday,True
2018-10-29,2018,4,10,29,Monday,False
2018-10-30,2018,4,10,30,Tuesday,False
2018-10-31,2018,4,10,31,Wednesday,False
2018-11-01,2018,4,11,1,Thursday,False
2018-11-02,2018,4,11,2,Friday,False
2018-11-03,2018,4,11,3,Saturday,True
2018-11-04,2018,4,11,4,Sunday,True
2018-11-05,2018,4,11,5,Monday,False
2018-11-06,2018,4,11,6,Tuesday,False
2018-11-07,2018,4,11,7,Wednesday,False
2018-11-08,2018,4,11,8,Thursday,False
2018-11-09,2018,4,11,9,Friday,False
2018-11-10,2018,4,11,10,Saturday,True
2018-11-11,2018,4,11,11,Sunday,True
2018-11-12,2018,4,11,12,Monday,False
2018-11-13,2018,4,11,13,Tuesday,False
2018-11-14,2018,4,11,14,Wednesday,False
2018-11-15,2018,4,11,15,Thursday,False
2018-11-16,2018,4,11,16,Friday,False
2018-11-17,2018,4,11,17,Saturday,True
2018-11-18,2018,4,11,18,Sunday,True
2018-11-19,2018,4,11,19,Monday,False
2018-11-20,2018,4,11,20,Tuesday,False
2018-11-21,2018,4,11,21,Wednesday,False
2018-11-22,2018,4,11,22,Thursday,False
2018-11-23,2018,4,11,23,Friday,False
2018-11-24,2018,4,11,24,Saturday,True
2018-11-25,2018,4,11,25,Sunday,True
2018-11-26,2018,4,11,26,Monday,False
2018-11-27,2018,4,11,27,Tuesday,False
2018-11-28,2018,4,11,28,Wednesday,False
2018-11-29,2018,4,11,29,Thursday,False
2018-11-30,2018,4,11,30,Friday,False
2018-12-01,2018,4,12,1,Saturday,True
2018-12-02,2018,4,12,2,Sunday,True
2018-12-03,2018,4,12,3,Monday,False
